visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
L-1,North America,19,Bachelor,Scientist,48338.431212666845,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Married,0
B-1,South America,35,Bachelor,Student,36066.75383911333,Yes,No,Once,Medium,Clean,No,No,Colombia,1,Male,Married,2
F-1,North America,10,High School,Scientist,46986.542886435476,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Single,0
TN,Africa,49,High School,Athlete,30575.25714760767,Yes,No,Never,High,Clean,No,No,South Africa,1,Female,Single,1
O-1,Asia,39,Bachelor,Professor,34999.3870515409,Yes,No,Multiple,Low,Clean,No,No,India,1,Male,Single,1
F-1,South America,76,High School,Athlete,43255.715607215665,Yes,No,Never,Medium,Clean,No,No,Argentina,0,Female,Single,0
B-1,Africa,16,Master,Businessperson,42933.422540076164,Yes,No,Once,Medium,Clean,No,No,Kenya,1,Male,Single,1
O-1,Asia,61,High School,Student,27207.42697489169,No,No,Once,Medium,Clean,No,No,China,0,Female,Married,2
L-1,North America,38,High School,Scientist,57951.3387930047,Yes,No,Never,Medium,Clean,No,No,Canada,1,Female,Single,1
B-1,Europe,5,Bachelor,Businessperson,18435.435251446226,Yes,No,Multiple,High,Clean,No,No,UK,1,Female,Single,1
F-1,Africa,56,None,Businessperson,50998.37869133502,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Male,Divorced,1
B-2,Europe,9,Bachelor,Scientist,59106.154584053504,Yes,No,Once,Medium,Clean,No,No,Russia,1,Female,Single,2
J-1,Europe,4,Master,Businessperson,35933.35607606612,Yes,No,Multiple,High,Clean,No,No,UK,1,Female,Single,4
TN,Europe,59,Master,Professor,74925.00812039022,Yes,No,Once,High,Clean,No,No,Russia,1,Female,Married,3
F-1,South America,6,Master,Scientist,29450.148031543882,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Married,0
O-1,Asia,46,High School,Technician,30350.37821178943,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,1
B-1,Europe,18,Master,Technician,47639.99977081549,Yes,No,Never,High,Clean,No,No,UK,1,Female,Single,1
J-1,Africa,3,Bachelor,Scientist,41555.11018125492,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
B-1,South America,73,High School,Scientist,0.0,Yes,No,Once,Low,Clean,No,Yes,Brazil,0,Male,Single,1
O-1,Asia,43,Bachelor,Professor,34542.41802896186,Yes,No,Once,High,Clean,No,No,Pakistan,1,Male,Married,2
B-1,Africa,17,Master,Student,9623.160852146462,Yes,No,Never,High,Clean,No,No,Kenya,1,Other,Married,2
B-2,South America,46,Bachelor,Student,19992.23767026513,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Married,1
J-1,South America,27,High School,Technician,24983.007127852175,Yes,No,Multiple,High,Clean,No,No,Argentina,1,Female,Single,0
J-1,Asia,53,Master,Technician,30956.50094220929,No,No,Multiple,High,Clean,No,No,Philippines,1,Female,Single,0
O-1,Europe,24,Master,Student,31273.392678513013,No,No,Never,Low,Negative Content,No,No,UK,0,Male,Single,2
TN,Africa,2,PhD,Athlete,56657.74427655474,Yes,No,Multiple,Medium,Clean,No,No,Ghana,1,Female,Single,1
B-2,North America,72,PhD,Scientist,49541.85751274873,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Single,1
F-1,Europe,75,PhD,Businessperson,45709.951645433364,Yes,No,Never,High,Clean,No,No,UK,1,Male,Married,1
B-1,North America,7,High School,Scientist,29385.721159306544,Yes,No,Once,High,Clean,No,No,Guatemala,1,Male,Single,1
L-1,Africa,5,High School,Technician,25320.7201858091,Yes,No,Once,High,Clean,No,No,Ghana,1,Other,Single,0
B-1,North America,70,Bachelor,Scientist,25640.331738522596,No,No,Multiple,Low,Clean,No,No,Mexico,0,Female,Widowed,0
B-1,North America,70,Bachelor,Athlete,29052.83425555349,Yes,No,Multiple,Medium,Clean,No,No,Guatemala,1,Female,Single,0
F-1,Asia,37,High School,Professor,6433.428266982384,Yes,No,Multiple,Medium,Clean,No,No,India,1,Female,Single,2
B-1,Asia,57,Bachelor,Businessperson,60294.08247225225,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Married,1
B-2,Asia,72,Master,Technician,34105.21364853076,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Female,Married,0
B-2,North America,0,High School,Professor,53681.45840828829,Yes,No,Once,Medium,Clean,No,No,Canada,1,Male,Married,0
J-1,North America,79,High School,Student,0.0,Yes,No,Never,Low,Clean,No,No,Guatemala,0,Female,Married,1
O-1,South America,49,PhD,Scientist,29864.028847852394,Yes,No,Multiple,Medium,Clean,No,Yes,Argentina,1,Female,Divorced,3
TN,South America,44,High School,Technician,16818.83098149365,Yes,No,Once,Low,Clean,No,No,Brazil,1,Male,Single,1
L-1,Asia,75,Bachelor,Athlete,53961.096559694684,Yes,No,Once,High,Clean,No,Yes,India,1,Male,Single,1
B-1,South America,19,Master,Student,23995.79118674495,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,1
B-1,Europe,47,Master,Businessperson,29807.776703044536,Yes,No,Never,Medium,Clean,No,No,Russia,1,Female,Single,1
F-1,South America,62,Bachelor,Student,22260.55083740731,Yes,No,Once,Medium,Negative Content,No,No,Colombia,1,Other,Divorced,0
O-1,South America,53,Bachelor,Professor,11757.32271622225,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,0
B-2,Europe,22,Bachelor,Athlete,28298.484640633316,Yes,No,Once,High,Clean,No,No,France,1,Male,Single,2
L-1,Europe,29,Bachelor,Athlete,89243.05027583295,Yes,No,Multiple,High,Clean,No,No,Germany,1,Male,Single,1
J-1,Africa,78,Bachelor,Businessperson,7545.114291456317,No,No,Never,Medium,Clean,No,No,South Africa,0,Female,Single,1
B-2,North America,63,Bachelor,Scientist,4193.31681198618,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Divorced,2
O-1,North America,56,Master,Businessperson,14237.43288336915,Yes,No,Never,High,Clean,No,No,Guatemala,1,Female,Divorced,1
TN,Asia,27,High School,Athlete,23182.42005862281,Yes,No,Never,High,Clean,No,No,India,1,Female,Married,2
J-1,Africa,16,High School,Businessperson,0.0,No,No,Once,High,Clean,No,No,South Africa,1,Male,Married,3
TN,Africa,77,Bachelor,Technician,0.0,Yes,Yes,Never,Low,Clean,No,No,Ghana,0,Female,Married,2
F-1,Africa,58,Master,Athlete,8976.039527443347,Yes,Yes,Once,High,Clean,No,No,Kenya,1,Female,Single,1
F-1,Africa,17,PhD,Technician,25703.51833993364,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Male,Single,2
B-1,South America,8,Master,Technician,4042.3964432522334,Yes,No,Never,High,Negative Content,No,No,Brazil,1,Female,Single,1
TN,Africa,52,Master,Student,26057.81735420847,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Single,1
O-1,Asia,25,High School,Student,49766.0968375566,No,No,Once,Medium,Clean,No,No,Pakistan,0,Female,Single,0
L-1,North America,15,High School,Technician,39812.615287280576,Yes,Yes,Never,Medium,Clean,No,No,Canada,0,Female,Married,1
J-1,Africa,47,Master,Scientist,36446.48011040187,Yes,No,Never,High,Clean,No,No,Kenya,1,Female,Married,1
B-2,North America,2,None,Scientist,39982.32320759869,No,No,Once,High,Clean,No,No,Guatemala,1,Male,Married,1
O-1,Europe,56,Master,Technician,40819.35947113697,Yes,No,Never,High,Clean,No,No,France,1,Male,Single,3
O-1,Asia,23,Bachelor,Athlete,19765.107670194517,Yes,No,Never,High,Clean,No,Yes,India,1,Female,Single,1
F-1,Europe,4,High School,Professor,50972.26982604015,Yes,No,Never,Medium,Clean,No,No,Russia,1,Male,Single,4
TN,Africa,65,None,Athlete,9800.495057934513,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Single,0
B-1,South America,62,Bachelor,Scientist,7362.930770968411,No,No,Never,High,Negative Content,No,No,Colombia,1,Male,Married,0
B-1,South America,39,PhD,Businessperson,55058.40339073136,Yes,No,Once,Medium,Clean,No,No,Brazil,1,Female,Single,3
J-1,Asia,29,Bachelor,Technician,64168.3276081298,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,0
F-1,Africa,26,Bachelor,Technician,3254.0980697179257,Yes,No,Never,Medium,Clean,No,Yes,Kenya,1,Female,Divorced,1
O-1,Africa,8,Bachelor,Professor,7466.444577406644,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Single,0
L-1,Africa,40,Master,Scientist,11793.067402272074,Yes,No,Once,High,Clean,No,No,South Africa,1,Male,Married,1
F-1,Africa,28,Bachelor,Businessperson,0.0,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Male,Single,0
J-1,Asia,56,PhD,Scientist,747.1149844735664,Yes,No,Never,Medium,Clean,Yes,No,Pakistan,1,Male,Widowed,2
J-1,Asia,78,Master,Athlete,20647.244926257546,No,No,Never,High,Clean,No,No,Philippines,1,Female,Divorced,2
F-1,Asia,62,Master,Student,43419.37022367288,Yes,No,Never,High,Clean,No,No,China,1,Other,Widowed,3
J-1,South America,29,Bachelor,Businessperson,5941.6113354238005,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Single,0
F-1,Africa,22,Bachelor,Professor,38986.12454183762,Yes,No,Never,High,Clean,No,Yes,South Africa,1,Male,Single,0
B-2,Europe,49,Master,Professor,34582.11651285423,Yes,No,Never,Medium,Clean,No,No,Russia,1,Male,Single,2
F-1,North America,20,None,Businessperson,43980.23175962548,Yes,No,Once,Medium,Negative Content,No,No,Mexico,0,Male,Married,2
TN,Asia,53,High School,Student,21229.176706013175,Yes,No,Multiple,High,Clean,No,No,Philippines,1,Female,Single,1
F-1,Asia,46,High School,Businessperson,0.0,Yes,No,Never,High,Clean,No,No,Philippines,1,Male,Married,2
J-1,South America,77,High School,Student,28642.798989509127,Yes,No,Never,High,Clean,No,No,Brazil,1,Male,Single,0
TN,South America,1,Master,Professor,11204.723750440717,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Married,1
J-1,North America,61,Bachelor,Businessperson,0.0,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Single,1
B-1,South America,74,PhD,Professor,18875.71759610383,Yes,No,Never,High,Clean,No,Yes,Colombia,1,Female,Married,0
B-1,Asia,56,High School,Student,5469.40343556098,No,No,Once,Medium,Clean,No,No,Philippines,0,Female,Married,0
TN,Africa,47,Bachelor,Scientist,13134.430473607637,Yes,No,Multiple,Medium,Clean,No,Yes,South Africa,1,Female,Single,0
B-2,Africa,8,Master,Scientist,11154.77034534368,No,No,Multiple,High,Clean,No,No,Nigeria,1,Female,Single,1
B-1,South America,29,None,Technician,73755.93668373383,Yes,No,Once,High,Negative Content,No,No,Argentina,1,Male,Single,1
F-1,North America,33,High School,Professor,33287.35947061237,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Male,Single,1
J-1,Africa,33,High School,Student,12731.656880813738,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Single,1
B-1,Asia,65,Master,Scientist,39482.89893077069,No,No,Multiple,High,Clean,No,No,Philippines,1,Male,Single,2
B-1,Africa,74,High School,Businessperson,36976.870678617284,Yes,No,Never,Medium,Clean,No,No,Ghana,0,Female,Married,2
B-2,North America,78,Bachelor,Scientist,21149.36157405006,No,No,Once,Medium,Clean,No,No,Mexico,0,Male,Divorced,0
TN,South America,37,Bachelor,Professor,6602.849435597305,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Single,0
TN,Europe,52,Master,Technician,52757.78655261964,Yes,No,Never,High,Clean,No,Yes,UK,1,Female,Divorced,1
O-1,Africa,56,Bachelor,Student,38785.04640285814,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Married,1
B-2,Asia,23,Bachelor,Professor,58901.49803436086,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,0
F-1,North America,14,High School,Technician,35737.962302469285,Yes,No,Multiple,Medium,Clean,Yes,No,Guatemala,0,Male,Married,0
TN,Africa,63,Bachelor,Athlete,34754.767966373925,Yes,No,Never,High,Clean,No,No,South Africa,1,Male,Single,0
J-1,Europe,78,High School,Businessperson,43987.259075548296,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Single,0
B-2,South America,48,Bachelor,Scientist,32808.71178346445,Yes,No,Once,Medium,Clean,No,Yes,Colombia,1,Female,Married,3
B-1,Africa,66,PhD,Scientist,53175.50587901194,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Female,Married,1
J-1,North America,1,Master,Professor,10368.450714503433,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Single,2
J-1,Africa,6,PhD,Technician,26714.25180442365,Yes,Yes,Once,Medium,Clean,No,No,Kenya,1,Female,Single,0
B-1,South America,35,High School,Professor,44240.530266342415,Yes,No,Multiple,Medium,Clean,No,Yes,Brazil,1,Male,Single,1
B-2,North America,6,PhD,Businessperson,33819.83147870308,Yes,Yes,Once,Medium,Clean,No,No,Mexico,1,Female,Married,1
B-1,Europe,72,Master,Scientist,35000.75962094995,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,2
O-1,Asia,68,High School,Technician,33778.47358586422,Yes,No,Never,Low,Clean,No,No,Philippines,1,Female,Married,3
J-1,South America,80,None,Businessperson,33706.68879734779,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Single,1
L-1,Africa,73,Bachelor,Student,48454.914912447544,Yes,No,Multiple,Medium,Clean,No,No,Nigeria,1,Male,Single,0
L-1,Europe,2,PhD,Athlete,28691.98143352587,No,No,Multiple,High,Clean,No,No,UK,1,Female,Married,1
F-1,North America,54,Bachelor,Athlete,38850.929017368835,Yes,No,Once,Medium,Clean,No,No,Mexico,1,Male,Married,2
TN,North America,53,Master,Professor,25481.28555823788,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Single,3
B-1,North America,74,High School,Student,77525.93826636925,No,No,Once,High,Clean,No,No,Canada,0,Female,Divorced,2
B-1,Africa,71,High School,Athlete,26500.219797673246,Yes,No,Once,High,Clean,No,No,Ghana,1,Female,Single,0
F-1,South America,27,None,Professor,24547.104624823507,Yes,No,Once,High,Clean,No,No,Argentina,1,Male,Single,0
F-1,Europe,55,High School,Professor,7193.319898519843,No,No,Never,Medium,Clean,No,No,France,0,Female,Married,3
F-1,North America,12,High School,Professor,44206.82785919352,No,No,Never,High,Clean,No,No,Mexico,1,Female,Married,1
J-1,Asia,4,Master,Athlete,31246.682195148795,Yes,No,Multiple,Low,Clean,No,No,Pakistan,1,Male,Married,2
O-1,South America,33,Master,Scientist,9539.672257028316,Yes,Yes,Once,Medium,Clean,No,No,Brazil,1,Female,Single,1
B-1,Europe,68,Bachelor,Technician,0.0,Yes,Yes,Once,High,Clean,No,No,Germany,1,Other,Married,2
J-1,Europe,76,High School,Businessperson,55012.61315200905,Yes,No,Once,Low,Clean,No,No,UK,0,Male,Single,1
F-1,North America,5,High School,Student,40995.55566754811,Yes,No,Never,High,Clean,No,No,Canada,1,Female,Married,1
B-1,Asia,1,Bachelor,Professor,31598.941675551596,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Female,Divorced,2
J-1,North America,51,High School,Businessperson,4615.693452699041,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Married,1
O-1,South America,14,PhD,Student,29884.706460502595,Yes,No,Multiple,Low,Negative Content,No,No,Colombia,1,Female,Divorced,0
J-1,Africa,37,Bachelor,Technician,36756.89482826116,Yes,No,Never,Medium,Negative Content,No,Yes,South Africa,1,Female,Married,1
O-1,South America,40,High School,Athlete,53776.48813031022,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Male,Single,1
F-1,Asia,64,Bachelor,Scientist,60943.679578177966,Yes,No,Never,Low,Clean,No,No,India,1,Female,Married,1
O-1,Africa,36,None,Scientist,25835.06895662679,Yes,No,Multiple,High,Clean,No,No,Nigeria,1,Male,Married,1
B-1,Europe,66,None,Student,38800.107721123946,No,No,Never,Medium,Negative Content,No,No,France,0,Female,Single,2
F-1,North America,37,Master,Professor,8479.219053031466,Yes,No,Once,High,Clean,No,No,Guatemala,1,Male,Single,1
B-1,South America,9,None,Technician,26007.075649390044,Yes,No,Never,Low,Clean,No,No,Argentina,1,Male,Widowed,0
L-1,North America,55,Master,Businessperson,29255.297676505674,No,No,Multiple,Medium,Clean,No,No,Canada,1,Female,Divorced,1
B-2,South America,57,High School,Athlete,4617.151158539356,Yes,No,Never,High,Clean,No,Yes,Colombia,1,Other,Married,2
O-1,North America,9,High School,Scientist,0.0,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Other,Married,3
B-2,Africa,49,Bachelor,Businessperson,11211.477470844919,Yes,No,Never,High,Clean,No,No,Kenya,1,Female,Married,1
B-2,North America,40,High School,Professor,7778.167549852591,No,No,Once,Medium,Clean,No,No,Guatemala,0,Female,Single,2
O-1,Asia,13,PhD,Professor,26657.96365260273,Yes,No,Once,High,Clean,Yes,No,Philippines,1,Male,Single,1
F-1,Asia,65,High School,Student,63419.71115042854,Yes,No,Once,High,Clean,No,No,China,1,Male,Married,1
L-1,North America,33,Bachelor,Technician,68223.18076810963,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Female,Single,0
B-1,Europe,57,Bachelor,Businessperson,42829.183448149044,Yes,No,Never,High,Clean,No,No,Germany,1,Female,Married,0
J-1,Asia,23,Master,Professor,17297.75907551866,Yes,No,Once,Medium,Clean,No,No,China,1,Male,Single,0
B-1,South America,79,Master,Athlete,15479.559068764964,Yes,Yes,Never,Medium,Clean,No,No,Brazil,0,Male,Single,1
J-1,North America,80,High School,Athlete,19429.08849251344,No,No,Multiple,Medium,Clean,No,No,Guatemala,0,Female,Single,0
B-1,North America,13,Bachelor,Technician,20274.449813290827,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Other,Married,2
O-1,Asia,70,Master,Technician,17950.16987244456,Yes,No,Once,Low,Clean,No,No,Pakistan,1,Male,Single,1
L-1,Europe,62,Master,Technician,11060.192307300593,Yes,No,Multiple,High,Clean,No,Yes,Germany,1,Male,Single,3
J-1,South America,13,Master,Scientist,39358.34870213423,Yes,No,Never,High,Clean,No,No,Colombia,1,Male,Single,3
TN,Asia,5,Master,Athlete,47789.20086519845,Yes,No,Once,High,Clean,No,No,Pakistan,1,Female,Single,1
F-1,Asia,10,Bachelor,Technician,14079.361916203885,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Male,Married,2
B-1,Africa,26,Master,Businessperson,22076.88741411881,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,0
B-1,Asia,53,Master,Professor,27042.95890306713,No,No,Never,High,Clean,No,No,Philippines,1,Male,Married,2
J-1,South America,52,Master,Student,36638.378907581224,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Single,2
F-1,Africa,24,High School,Businessperson,87403.28987243217,Yes,No,Never,High,Clean,No,No,South Africa,1,Male,Single,0
F-1,Europe,35,None,Scientist,5794.322869073068,No,No,Never,Medium,Clean,No,No,Russia,0,Male,Single,0
O-1,Europe,17,Bachelor,Technician,43373.681157813546,Yes,No,Never,High,Negative Content,No,No,France,1,Female,Divorced,1
TN,Asia,55,High School,Student,48889.081150202095,Yes,No,Multiple,High,Clean,No,Yes,Pakistan,1,Female,Single,0
O-1,South America,9,Bachelor,Student,76195.18891160266,No,No,Never,High,Clean,No,No,Colombia,1,Male,Divorced,3
O-1,Europe,50,High School,Professor,28519.67580943398,No,Yes,Never,High,Clean,No,Yes,UK,0,Female,Divorced,0
O-1,South America,37,Bachelor,Businessperson,39558.57809153937,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Single,0
O-1,South America,72,Master,Technician,18280.75774775508,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Single,1
O-1,Africa,20,Bachelor,Athlete,19436.271684650164,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Single,0
L-1,Asia,32,Master,Scientist,0.0,Yes,No,Never,Low,Clean,No,No,India,1,Male,Single,1
F-1,South America,24,Bachelor,Athlete,36623.772411824226,No,No,Once,High,Clean,No,No,Brazil,1,Female,Single,1
O-1,South America,66,Master,Businessperson,4742.051128925916,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Single,1
F-1,South America,18,Bachelor,Student,40960.87139809193,Yes,No,Never,High,Clean,No,No,Argentina,1,Female,Divorced,0
F-1,Asia,75,Bachelor,Scientist,21993.714417100182,No,No,Never,High,Clean,No,No,Pakistan,1,Female,Single,3
B-2,Africa,55,High School,Professor,35657.08419710041,No,No,Never,High,Clean,No,No,Nigeria,1,Female,Single,1
L-1,South America,47,Bachelor,Scientist,0.0,Yes,No,Multiple,Medium,Clean,No,No,Argentina,1,Female,Married,2
O-1,North America,40,Master,Student,13281.939925137554,Yes,Yes,Never,Medium,Clean,No,No,Mexico,1,Male,Married,0
B-1,Africa,51,High School,Scientist,14253.424949413273,Yes,No,Once,High,Clean,No,No,South Africa,1,Male,Divorced,1
J-1,Asia,7,High School,Technician,30147.78420834639,Yes,No,Never,High,Negative Content,No,No,Philippines,1,Male,Single,0
TN,Europe,46,Master,Athlete,6937.8350417481015,No,No,Once,High,Clean,No,No,France,1,Male,Married,1
B-1,South America,77,Master,Businessperson,22257.401997437373,Yes,No,Once,High,Clean,No,Yes,Argentina,1,Male,Married,1
L-1,North America,74,PhD,Student,18014.84703057722,Yes,No,Once,High,Clean,No,No,Mexico,1,Male,Married,0
J-1,Europe,39,Master,Businessperson,58855.03050494072,Yes,No,Multiple,High,Clean,No,Yes,Russia,1,Male,Single,3
L-1,Europe,44,Master,Technician,47631.18919551035,Yes,No,Never,High,Clean,No,No,Germany,1,Male,Single,0
F-1,South America,60,Bachelor,Businessperson,37331.81912655053,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Married,2
J-1,South America,54,Bachelor,Businessperson,10136.945306020392,Yes,No,Never,High,Clean,No,No,Brazil,1,Male,Divorced,1
F-1,Europe,71,Master,Student,25448.898000605215,Yes,No,Never,High,Clean,Yes,No,Germany,1,Male,Single,2
B-1,North America,43,Bachelor,Student,14583.634943755034,Yes,No,Once,Medium,Clean,No,No,Mexico,1,Female,Single,0
B-1,Africa,18,Bachelor,Athlete,44974.57420088385,Yes,Yes,Never,Medium,Clean,No,No,Ghana,1,Male,Divorced,0
